eventCodeList	urn:uuid:2c6b8cb7-8b2a-4051-b291-b1ae6a575ef4	http://connectathon.ihe/ValueSet/eventCodeList					
MG	Mammography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
NM	Nuclear Medicine	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OAM	Ophthalmic Axial Measurements	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OCT	Optical Coherence Tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OPM	Ophthalmic Mapping	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OP	Ophthalmic Photography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OPT	Ophthalmic Tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OPTBSV	Ophthalmic Tomography B-scan Volume Analysis	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2020.12.10	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OPTENF	Ophthalmic Tomography En Face	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2020.12.10	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OPV	Ophthalmic Visual Field	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OSS	Optical Surface Scanner	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
OT	Other Modality	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2018.03.02	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
PX	Panoramic X-Ray	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
POS	Position Sensor	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2020.12.10	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
PT	Positron emission tomography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
RF	Radiofluoroscopy	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
RG	Radiographic imaging	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
RESP	Respiratory Waveform	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2020.12.10	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
RTIMAGE	RT Image	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2020.12.10	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
SM	Slide Microscopy	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
SR	Structured Report Document	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2018.03.02	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
SRF	Subjective Refraction	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
TG	Thermography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	felhofer.lynn@gmail.com	2020.12.10	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
US	Ultrasound	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
BDUS	Ultrasound Bone Densitometry	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
VA	Visual Acuity	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
XA	X-Ray Angiography	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_29	DICOM PS 3.16 CID 29
113681	Phantom	1.2.840.10008.2.6.1	http://dicom.nema.org/resources/ontology/DCM	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D4000	Abdomen	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-A0100	Brain	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4030
T-04000	Breast	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D3000	Chest	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
R-FAB55	Chest and Abdomen	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-59300	Colon	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-43000	Coronary artery	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4030
T-D0010	Entire body	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-AA000	Eye	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-11196	Facial bones	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D8800	Finger	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D9700	Foot	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D8700	Hand	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D1100	Head	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D1000	Head and Neck	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-32000	Heart	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-15001	Joint	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-71000	Kidney	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4030
T-62000	Liver	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4030
T-D9000	Lower limb	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D1600	Neck	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
R-FAB54	Neck, Chest, Abdomen and Pelvis	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D6000	Pelvis	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
R-FAB58	Pelvis and lower extremities	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-11100	Skull	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-58000	Small intestine	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D04FF	Spine	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D9800	Toe	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-25000	Trachea	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-D8000	Upper limb	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 4
T-83000	Uterus	2.16.840.1.113883.6.96	http://snomed.info/sct	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/html/part16.html#sect_CID_4030	DICOM PS 3.16 CID 4030
